学校指标,化学实验室,物理实验室,生物实验室,微机室,宿舍,操场,篮球场,乒乓球场,羽毛球场,教室数目,班级数
完成度,一间,两间,一间,两间,有,300m操场,有,有,有,24,每年级6个普通班，2个实验班
